"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","zona_ocu","sexo_fall_les","edad_fall_les","tipo_vehi","color_vehi","causa_acc","estado_implicado","year"
3,"Marzo","Sabado",23,"Guatemala","Guatemala","1","Mujer","22","Automovil","Gris","Choque","Lesionado",2012
3,"Marzo","Sabado",23,"Guatemala","Guatemala","1","Hombre","25","Automovil","Gris","Choque","Lesionado",2012
4,"Marzo","Domingo",17,"Guatemala","Villa Nueva","4","Hombre","35","Automovil","Blanco","Colision","Lesionado",2012
4,"Marzo","Domingo",17,"Guatemala","Villa Nueva","4","Hombre","1","Automovil","Blanco","Colision","Lesionado",2012
4,"Marzo","Domingo",17,"Guatemala","Villa Nueva","4","Mujer","13","Automovil","Blanco","Colision","Lesionado",2012
4,"Marzo","Domingo",17,"Guatemala","Villa Nueva","4","Hombre","38","Pick up","Rojo","Colision","Lesionado",2012
4,"Marzo","Domingo",2,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","24","Automovil","Negro","Colision","Lesionado",2012
4,"Marzo","Domingo",2,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","34","Automovil","Negro","Colision","Lesionado",2012
5,"Marzo","Lunes",0,"Guatemala","Guatemala","1","Hombre","21","Automovil","Negro","Colision","Lesionado",2012
5,"Marzo","Lunes",0,"Guatemala","Guatemala","1","Mujer","24","Automovil","Negro","Colision","Lesionado",2012
5,"Marzo","Lunes",0,"Guatemala","Guatemala","1","Mujer","20","Automovil","Negro","Colision","Lesionado",2012
6,"Marzo","Martes",4,"Guatemala","Mixco","2","Hombre","31","Pick up","Celeste","Colision","Lesionado",2012
6,"Marzo","Martes",4,"Guatemala","Mixco","2","Hombre","40","Automovil","Blanco","Colision","Lesionado",2012
6,"Marzo","Martes",4,"Guatemala","Mixco","2","Hombre","47","Automovil","Blanco","Colision","Lesionado",2012
7,"Marzo","Jueves",10,"Guatemala","Guatemala","6","Hombre","26","Motocicleta","Negro","Colision","Lesionado",2012
7,"Marzo","Jueves",10,"Guatemala","Guatemala","6","Mujer","22","Motocicleta","Negro","Colision","Lesionado",2012
9,"Marzo","Viernes",7,"Guatemala","Guatemala","1","Hombre","48","Camioneta","Gris","Colision","Lesionado",2012
9,"Marzo","Viernes",7,"Guatemala","Guatemala","1","Mujer","23","Camioneta","Gris","Colision","Lesionado",2012
9,"Marzo","Viernes",7,"Guatemala","Guatemala","1","Mujer","43","Camioneta","Gris","Colision","Lesionado",2012
9,"Marzo","Viernes",20,"Guatemala","Guatemala","18","Hombre","28","Motocicleta","Azul","Colision","Lesionado",2012
10,"Marzo","Sabado",8,"Guatemala","Guatemala","1","Hombre","44","Automovil","Gris","Colision","Lesionado",2012
10,"Marzo","Sabado",6,"Guatemala","Guatemala","1","Hombre","32","Camioneta","Negro","Colision","Lesionado",2012
10,"Marzo","Sabado",6,"Guatemala","Guatemala","1","Mujer","29","Automovil","Ignorado","Colision","Lesionado",2012
10,"Marzo","Sabado",11,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","44","Camion","Blanco","Vuelco","Fallecido",2012
10,"Marzo","Sabado",11,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","45","Camion","Blanco","Vuelco","Lesionado",2012
10,"Marzo","Sabado",11,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","23","Camion","Blanco","Vuelco","Lesionado",2012
10,"Marzo","Sabado",23,"Guatemala","Mixco","5","Hombre","22","Motocicleta","Negro","Colision","Lesionado",2012
10,"Marzo","Sabado",3,"Guatemala","Guatemala","12","Hombre","40","Automovil","Verde","Vuelco","Lesionado",2012
10,"Marzo","Sabado",3,"Guatemala","Guatemala","12","Hombre","22","Automovil","Verde","Vuelco","Lesionado",2012
10,"Marzo","Sabado",10,"Guatemala","Villa Nueva","Ignorado","Hombre","33","Motocicleta","Rojo","Colision","Lesionado",2012
10,"Marzo","Sabado",10,"Guatemala","Villa Nueva","Ignorado","Mujer","33","Motocicleta","Rojo","Colision","Lesionado",2012
11,"Marzo","Domingo",20,"Guatemala","Guatemala","1","Mujer","9","Automovil","Azul","Colision","Lesionado",2012
11,"Marzo","Domingo",20,"Guatemala","Guatemala","1","Hombre","20","Motocicleta","Negro","Colision","Lesionado",2012
11,"Marzo","Domingo",19,"Guatemala","Guatemala","18","Hombre","30","Pick up","Rojo","Vuelco","Lesionado",2012
11,"Marzo","Domingo",19,"Guatemala","Guatemala","18","Mujer","48","Pick up","Rojo","Vuelco","Lesionado",2012
11,"Marzo","Domingo",0,"Guatemala","Guatemala","7","Hombre","25","Motocicleta","Negro","Colision","Fallecido",2012
11,"Marzo","Domingo",1,"Guatemala","Villa Nueva","1","Hombre","24","Microbus","Blanco","Colision","Lesionado",2012
11,"Marzo","Domingo",1,"Guatemala","Villa Nueva","1","Hombre","27","Microbus","Blanco","Colision","Lesionado",2012
11,"Marzo","Domingo",1,"Guatemala","Villa Nueva","1","Mujer","23","Microbus","Blanco","Colision","Lesionado",2012
11,"Marzo","Domingo",1,"Guatemala","Villa Nueva","1","Hombre","22","Microbus","Blanco","Colision","Lesionado",2012
11,"Marzo","Domingo",1,"Guatemala","Villa Nueva","1","Hombre","21","Microbus","Blanco","Colision","Lesionado",2012
11,"Marzo","Domingo",10,"Guatemala","Amatitlan","Ignorado","Hombre","39","Motocicleta","Verde","Colision","Lesionado",2012
11,"Marzo","Domingo",10,"Guatemala","Amatitlan","Ignorado","Hombre","6","Motocicleta","Verde","Colision","Fallecido",2012
11,"Marzo","Domingo",15,"Guatemala","Mixco","4","Hombre","20","Motocicleta","Negro","Colision","Lesionado",2012
12,"Marzo","Lunes",21,"Guatemala","Guatemala","11","Mujer","35","Camioneta","Gris","Colision","Lesionado",2012
12,"Marzo","Lunes",22,"Guatemala","Guatemala","7","Hombre","32","Automovil","Blanco","Colision","Lesionado",2012
12,"Marzo","Lunes",22,"Guatemala","Guatemala","7","Hombre","29","Automovil","Azul","Colision","Lesionado",2012
12,"Marzo","Lunes",22,"Guatemala","Guatemala","7","Hombre","25","Automovil","Azul","Colision","Lesionado",2012
12,"Marzo","Lunes",22,"Guatemala","Guatemala","7","Mujer","25","Automovil","Azul","Colision","Lesionado",2012
12,"Marzo","Lunes",22,"Guatemala","Guatemala","6","Mujer","37","Automovil","Rojo","Colision","Lesionado",2012
12,"Marzo","Lunes",22,"Guatemala","Guatemala","6","Mujer","13","Automovil","Rojo","Colision","Lesionado",2012
12,"Marzo","Lunes",22,"Guatemala","Guatemala","6","Mujer","16","Automovil","Rojo","Colision","Lesionado",2012
12,"Marzo","Lunes",20,"Guatemala","Guatemala","7","Hombre","17","Motocicleta","Negro","Colision","Lesionado",2012
12,"Marzo","Lunes",20,"Guatemala","Guatemala","7","Hombre","17","Motocicleta","Negro","Colision","Lesionado",2012
13,"Marzo","Martes",0,"Guatemala","Guatemala","12","Hombre","42","Motocicleta","Azul","Colision","Lesionado",2012
13,"Marzo","Martes",8,"Guatemala","Guatemala","13","Mujer","23","Motocicleta","Ignorado","Colision","Lesionado",2012
13,"Marzo","Martes",13,"Guatemala","Guatemala","10","Hombre","31","Motocicleta","Ignorado","Colision","Lesionado",2012
13,"Marzo","Martes",19,"Guatemala","Villa Nueva","5","Hombre","24","Motocicleta","Rojo","Colision","Lesionado",2012
13,"Marzo","Martes",16,"Guatemala","Mixco","11","Hombre","29","Automovil","Rojo","Choque","Lesionado",2012
18,"Marzo","Domingo",16,"Guatemala","Guatemala","5","Mujer","17","Motocicleta","Negro","Colision","Lesionado",2012
18,"Marzo","Domingo",16,"Guatemala","Guatemala","5","Mujer","37","Motocicleta","Negro","Colision","Lesionado",2012
18,"Marzo","Domingo",5,"Guatemala","Mixco","6","Mujer","21","Motocicleta","Ignorado","Colision","Lesionado",2012
18,"Marzo","Domingo",5,"Guatemala","Mixco","6","Hombre","41","Motocicleta","Ignorado","Colision","Lesionado",2012
19,"Marzo","Lunes",20,"Guatemala","Guatemala","5","Mujer","36","Camioneta","Gris","Colision","Lesionado",2012
19,"Marzo","Lunes",7,"Guatemala","Guatemala","6","Hombre","23","Mototaxi","Rojo","Colision","Lesionado",2012
19,"Marzo","Lunes",15,"Guatemala","Guatemala","15","Mujer","40","Camioneta","Corinto","Colision","Lesionado",2012
19,"Marzo","Lunes",15,"Guatemala","Guatemala","15","Mujer","44","Camioneta","Gris","Colision","Lesionado",2012
19,"Marzo","Lunes",15,"Guatemala","Guatemala","15","Hombre","36","Automovil","Blanco","Colision","Lesionado",2012
20,"Marzo","Martes",14,"Guatemala","Mixco","1","Mujer","64","Automovil","Gris","Colision","Lesionado",2012
21,"Marzo","Miercoles",19,"Guatemala","San Raymundo","Ignorado","Hombre","37","Motocicleta","Rojo","Colision","Lesionado",2012
22,"Marzo","Jueves",10,"Guatemala","San Pedro Ayampuc","Ignorado","Hombre","18","Motocicleta","Azul","Colision","Lesionado",2012
23,"Marzo","Viernes",15,"Guatemala","Guatemala","1","Hombre","37","Motocicleta","Ignorado","Colision","Lesionado",2012
23,"Marzo","Viernes",22,"Guatemala","Mixco","1","Mujer","25","Automovil","Gris","Choque","Lesionado",2012
24,"Marzo","Sabado",23,"Guatemala","Villa Nueva","1","Hombre","35","Motocicleta","Rojo","Colision","Lesionado",2012
24,"Marzo","Sabado",9,"Guatemala","Mixco","6","Hombre","25","Motocicleta","Azul","Colision","Lesionado",2012
26,"Marzo","Lunes",13,"Guatemala","Guatemala","10","Hombre","22","Motocicleta","Ignorado","Choque","Lesionado",2012
26,"Marzo","Lunes",2,"Guatemala","Guatemala","7","Hombre","35","Motocicleta","Negro","Choque","Fallecido",2012
27,"Marzo","Martes",17,"Guatemala","Guatemala","7","Hombre","31","Motocicleta","Negro","Colision","Lesionado",2012
27,"Marzo","Martes",15,"Guatemala","Villa Nueva","Ignorado","Mujer","30","Automovil","Gris","Colision","Lesionado",2012
27,"Marzo","Martes",20,"Guatemala","Villa Nueva","5","Hombre","30","Motocicleta","Ignorado","Colision","Fallecido",2012
27,"Marzo","Martes",18,"Guatemala","Mixco","6","Hombre","18","Bus urbano","Rojo","Colision","Fallecido",2012
27,"Marzo","Martes",18,"Guatemala","Mixco","6","Hombre","18","Bus urbano","Rojo","Colision","Lesionado",2012
27,"Marzo","Martes",18,"Guatemala","Mixco","6","Hombre","28","Bus urbano","Rojo","Colision","Lesionado",2012
27,"Marzo","Martes",18,"Guatemala","Mixco","6","Mujer","52","Bus urbano","Rojo","Colision","Lesionado",2012
27,"Marzo","Martes",18,"Guatemala","Mixco","6","Mujer","27","Bus urbano","Rojo","Colision","Lesionado",2012
28,"Marzo","Miercoles",1,"Guatemala","Petapa","Ignorado","Hombre","36","Automovil","Gris","Colision","Lesionado",2012
28,"Marzo","Miercoles",1,"Guatemala","Petapa","Ignorado","Hombre","56","Pick up","Blanco","Colision","Lesionado",2012
28,"Marzo","Miercoles",19,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","25","Bus urbano","Azul","Colision","Lesionado",2012
28,"Marzo","Miercoles",19,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","31","Bus urbano","Azul","Colision","Lesionado",2012
28,"Marzo","Miercoles",19,"Guatemala","Santa Catarina Pinula","Ignorado","Mujer","53","Bus urbano","Azul","Colision","Lesionado",2012
28,"Marzo","Miercoles",19,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","23","Bus urbano","Azul","Colision","Lesionado",2012
28,"Marzo","Miercoles",19,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","53","Camion","Blanco","Colision","Lesionado",2012
28,"Marzo","Miercoles",19,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","26","Camion","Blanco","Colision","Lesionado",2012
28,"Marzo","Miercoles",10,"Guatemala","Guatemala","1","Mujer","19","Pick up","Blanco","Colision","Lesionado",2012
28,"Marzo","Miercoles",10,"Guatemala","Guatemala","1","Mujer","54","Automovil","Azul","Colision","Lesionado",2012
29,"Marzo","Jueves",4,"Guatemala","Guatemala","13","Hombre","20","Camion","Blanco","Vuelco","Lesionado",2012
29,"Marzo","Jueves",4,"Guatemala","Guatemala","13","Hombre","30","Camion","Blanco","Vuelco","Lesionado",2012
29,"Marzo","Jueves",8,"Guatemala","Guatemala","1","Hombre","60","Bus extraurbano","Ignorado","Colision","Lesionado",2012
29,"Marzo","Jueves",8,"Guatemala","Guatemala","1","Hombre","30","Bus extraurbano","Ignorado","Colision","Lesionado",2012
29,"Marzo","Jueves",8,"Guatemala","Guatemala","1","Mujer","58","Bus extraurbano","Ignorado","Colision","Lesionado",2012
29,"Marzo","Jueves",8,"Guatemala","Guatemala","1","Hombre","44","Bus extraurbano","Ignorado","Colision","Lesionado",2012
29,"Marzo","Jueves",8,"Guatemala","Guatemala","1","Mujer","36","Bus extraurbano","Ignorado","Colision","Lesionado",2012
29,"Marzo","Jueves",8,"Guatemala","Guatemala","1","Hombre","38","Bus extraurbano","Ignorado","Colision","Lesionado",2012
30,"Marzo","Viernes",8,"Guatemala","Guatemala","7","Hombre","24","Automovil","Ignorado","Colision","Lesionado",2012
31,"Marzo","Sabado",12,"Guatemala","Mixco","6","Hombre","17","Motocicleta","Rojo","Choque","Lesionado",2012
1,"Abril","Domingo",3,"Guatemala","Guatemala","1","Hombre","28","Motocicleta","Negro","Colision","Lesionado",2012
1,"Abril","Domingo",20,"Guatemala","Guatemala","12","Hombre","20","Motocicleta","Ignorado","Colision","Lesionado",2012
1,"Abril","Domingo",4,"Guatemala","Guatemala","11","Hombre","20","Motocicleta","Ignorado","Choque","Fallecido",2012
1,"Abril","Domingo",1,"Guatemala","Guatemala","6","Hombre","26","Motocicleta","Ignorado","Colision","Lesionado",2012
1,"Abril","Domingo",7,"Guatemala","Guatemala","17","Hombre","33","Pick up","Ignorado","Colision","Lesionado",2012
2,"Abril","Lunes",2,"Guatemala","Guatemala","6","Hombre","23","Motocicleta","Ignorado","Colision","Lesionado",2012
3,"Abril","Martes",6,"Guatemala","Guatemala","13","Mujer","25","Automovil","Gris","Choque","Lesionado",2012
3,"Abril","Martes",5,"Guatemala","Guatemala","11","Hombre","39","Automovil","Amarillo","Colision","Lesionado",2012
3,"Abril","Martes",5,"Guatemala","Guatemala","11","Hombre","25","Automovil","Azul","Colision","Lesionado",2012
3,"Abril","Martes",5,"Guatemala","Guatemala","11","Mujer","19","Automovil","Amarillo","Colision","Lesionado",2012
4,"Abril","Miercoles",13,"Guatemala","Guatemala","18","Hombre","45","Automovil","Blanco","Colision","Lesionado",2012
4,"Abril","Miercoles",13,"Guatemala","Guatemala","18","Mujer","60","Camioneta","Gris","Colision","Lesionado",2012
4,"Abril","Miercoles",12,"Guatemala","Guatemala","16","Hombre","40","Pick up","Rojo","Colision","Lesionado",2012
4,"Abril","Miercoles",14,"Guatemala","Guatemala","13","Hombre","31","Camion","Blanco","Vuelco","Lesionado",2012
4,"Abril","Miercoles",18,"Guatemala","Guatemala","9","Mujer","31","Automovil","Ignorado","Colision","Lesionado",2012
4,"Abril","Miercoles",17,"Guatemala","Guatemala","10","Mujer","37","Motocicleta","Negro","Colision","Lesionado",2012
4,"Abril","Miercoles",17,"Guatemala","Guatemala","10","Hombre","21","Motocicleta","Azul","Colision","Lesionado",2012
4,"Abril","Miercoles",19,"Guatemala","Villa Nueva","5","Hombre","23","Motocicleta","Azul","Colision","Lesionado",2012
4,"Abril","Miercoles",9,"Guatemala","Guatemala","12","Mujer","20","Motocicleta","Negro","Vuelco","Lesionado",2012
4,"Abril","Miercoles",22,"Guatemala","Palencia","Ignorado","Mujer","21","Automovil","Verde","Choque","Lesionado",2012
4,"Abril","Miercoles",22,"Guatemala","Palencia","Ignorado","Hombre","9","Automovil","Verde","Choque","Lesionado",2012
5,"Abril","Jueves",8,"Guatemala","Guatemala","1","Hombre","26","Automovil","Ignorado","Colision","Lesionado",2012
5,"Abril","Jueves",2,"Guatemala","Guatemala","9","Hombre","33","Automovil","Azul","Choque","Fallecido",2012
5,"Abril","Jueves",3,"Guatemala","Guatemala","6","Hombre","Ignorado","Pick up","Negro","Colision","Lesionado",2012
5,"Abril","Jueves",3,"Guatemala","Guatemala","6","Hombre","Ignorado","Pick up","Negro","Colision","Lesionado",2012
5,"Abril","Jueves",0,"Guatemala","Guatemala","3","Mujer","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
5,"Abril","Jueves",0,"Guatemala","Guatemala","3","Hombre","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
6,"Abril","Viernes",19,"Guatemala","Guatemala","6","Hombre","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
6,"Abril","Viernes",19,"Guatemala","Guatemala","6","Hombre","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
6,"Abril","Viernes",19,"Guatemala","Guatemala","6","Mujer","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
6,"Abril","Viernes",16,"Guatemala","Fraijanes","Ignorado","Hombre","50","Pick up","Blanco","Caida","Fallecido",2012
6,"Abril","Viernes",16,"Guatemala","Fraijanes","Ignorado","Hombre","66","Pick up","Blanco","Caida","Lesionado",2012
6,"Abril","Viernes",16,"Guatemala","Fraijanes","Ignorado","Hombre","62","Pick up","Blanco","Caida","Fallecido",2012
6,"Abril","Viernes",6,"Guatemala","Mixco","1","Hombre","33","Automovil","Azul","Colision","Lesionado",2012
7,"Abril","Sabado",21,"Guatemala","San Jose Pinula","Ignorado","Hombre","21","Motocicleta","Negro","Colision","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","6","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","22","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Mujer","24","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Mujer","21","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","17","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","18","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","13","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","5","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Mujer","24","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","2","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Mujer","8","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","10","Pick up","Rojo","Caida","Lesionado",2012
7,"Abril","Sabado",12,"Guatemala","Chuarrancho","Ignorado","Hombre","6","Pick up","Rojo","Caida","Lesionado",2012
8,"Abril","Domingo",15,"Guatemala","Guatemala","2","Hombre","28","Motocicleta","Gris","Colision","Lesionado",2012
8,"Abril","Domingo",15,"Guatemala","Guatemala","2","Mujer","23","Motocicleta","Gris","Colision","Lesionado",2012
8,"Abril","Domingo",15,"Guatemala","Guatemala","2","Hombre","1","Motocicleta","Gris","Colision","Lesionado",2012
8,"Abril","Domingo",23,"Guatemala","Guatemala","5","Hombre","20","Motocicleta","Rojo","Colision","Lesionado",2012
9,"Abril","Lunes",15,"Guatemala","Guatemala","3","Hombre","29","Motocicleta","Rojo","Colision","Lesionado",2012
9,"Abril","Lunes",14,"Guatemala","Guatemala","12","Hombre","22","Motocicleta","Negro","Colision","Lesionado",2012
10,"Abril","Martes",18,"Guatemala","Guatemala","6","Hombre","14","Microbus","Ignorado","Choque","Lesionado",2012
10,"Abril","Martes",18,"Guatemala","Guatemala","6","Mujer","9","Microbus","Ignorado","Choque","Lesionado",2012
10,"Abril","Martes",18,"Guatemala","Guatemala","6","Mujer","8","Microbus","Ignorado","Choque","Lesionado",2012
10,"Abril","Martes",18,"Guatemala","Guatemala","6","Hombre","7","Microbus","Ignorado","Choque","Lesionado",2012
10,"Abril","Martes",18,"Guatemala","Guatemala","6","Hombre","5","Microbus","Ignorado","Choque","Lesionado",2012
